folio,material_id,material,familia,unidad,proveedor_id,proveedor,origen,distancia_km,pad_id,pad,operadora,mes,fecha_orden,fecha_plan,fecha_real,lead_plan_dias,lead_real_dias,retraso_dias,cant_plan,cant_real,costo_material_usd,costo_flete_usd,costo_demora_usd,estado
ENV-00306,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-09,Los Toldos,ExxonMobil,2026-03,2026-03-19,2026-03-21,2026-03-21,2,2,0,9000,8927.6,821339.0,207437.0,0,OTIF
ENV-00307,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-03,2026-03-19,2026-03-26,2026-03-26,7,7,0,238.8,237.5,17812.0,17476.0,0,OTIF
ENV-00308,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-06,Bajada del Palo,Vista,2026-03,2026-03-28,2026-04-05,2026-04-05,8,8,0,9000,8919.7,820612.0,852645.0,0,OTIF
ENV-00309,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-10,Cruz de Lorena,Shell,2026-03,2026-03-28,2026-04-05,2026-04-05,8,8,0,9000,8978.7,673402.0,797261.0,0,OTIF
ENV-00310,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-28,2026-04-02,2026-04-02,5,5,0,9000,9087.6,681570.0,569453.0,0,OTIF
ENV-00311,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-28,2026-04-06,2026-04-06,9,9,0,9000,8920.4,669030.0,1016831.0,0,OTIF
ENV-00312,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-28,2026-04-03,2026-04-03,6,6,0,9000,8988.1,674108.0,601406.0,0,OTIF
ENV-00313,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-08,Aguada Pichana,Total,2026-03,2026-03-28,2026-04-04,2026-04-07,7,10,3,4398.4,4432.9,407827.0,434888.0,377400,Demorado
ENV-00314,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-01,Loma Campana,YPF,2026-04,2026-04-05,2026-04-14,2026-04-14,9,9,0,9000,8966.2,672465.0,760809.0,0,OTIF
ENV-00315,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-05,Rincon La Ceniza,Shell,2026-04,2026-04-05,2026-04-12,2026-04-12,7,7,0,9000,9041.0,678075.0,857270.0,0,OTIF
ENV-00316,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-05,2026-04-11,2026-04-11,6,6,0,9000,8939.7,670478.0,661192.0,0,OTIF
ENV-00317,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-01,Loma Campana,YPF,2026-04,2026-04-05,2026-04-07,2026-04-06,2,1,-1,9000,9016.1,676208.0,211548.0,0,OTIF
ENV-00318,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-05,2026-04-11,2026-04-11,6,6,0,8566.5,8489.2,636690.0,638908.0,0,OTIF
ENV-00319,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-13,2026-04-15,2026-04-15,2,2,0,9000,9008.5,675638.0,226239.0,0,OTIF
ENV-00320,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-04,2026-04-13,2026-04-19,2026-04-18,6,5,-1,9000,9022.1,676658.0,639861.0,0,OTIF
ENV-00321,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2026-04,2026-04-13,2026-04-19,2026-04-18,6,5,-1,9000,8946.0,670950.0,576336.0,0,OTIF
ENV-00322,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-04,Fortin de Piedra,Tecpetrol,2026-04,2026-04-13,2026-04-22,2026-04-22,9,9,0,9000,9073.9,834799.0,877208.0,0,OTIF
ENV-00323,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-04,Fortin de Piedra,Tecpetrol,2026-04,2026-04-13,2026-04-20,2026-04-20,7,7,0,9000,9030.4,677280.0,774692.0,0,OTIF
ENV-00324,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-04,2026-04-13,2026-04-20,2026-04-20,7,7,0,2068.6,2066.8,155010.0,155061.0,0,OTIF
ENV-00325,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2026-04,2026-04-21,2026-04-26,2026-04-26,5,5,0,9000,9031.8,677385.0,603700.0,0,OTIF
ENV-00326,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2026-04,2026-04-21,2026-04-26,2026-04-26,5,5,0,9000,8988.8,674160.0,627043.0,0,OTIF
ENV-00327,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-02,Bandurria Sur,YPF,2026-04,2026-04-21,2026-04-30,2026-05-05,9,14,5,9000,8979.4,826105.0,1113382.0,1270750,Demorado
ENV-00328,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-21,2026-04-23,2026-04-23,2,2,0,9000,9062.0,679650.0,209180.0,0,OTIF
ENV-00329,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-08,Aguada Pichana,Total,2026-04,2026-04-21,2026-04-29,2026-04-29,8,8,0,8983.2,9048.3,832444.0,1128866.0,0,OTIF
ENV-00330,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-03,La Amarga Chica,YPF,2026-04,2026-04-29,2026-05-02,2026-05-02,3,3,0,9000,7600.3,699228.0,184139.0,0,Incompleto
ENV-00331,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-29,2026-05-03,2026-05-03,4,4,0,9000,9021.3,676598.0,224715.0,0,OTIF
ENV-00332,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-08,Aguada Pichana,Total,2026-04,2026-04-29,2026-05-03,2026-05-03,4,4,0,9000,9010.5,828966.0,251708.0,0,OTIF
ENV-00333,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-04,2026-04-29,2026-05-06,2026-05-06,7,7,0,9000,8923.5,669262.0,604981.0,0,OTIF
ENV-00334,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-05,Rincon La Ceniza,Shell,2026-04,2026-04-29,2026-05-06,2026-05-06,7,7,0,9000,8952.3,671422.0,602638.0,0,OTIF
ENV-00335,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-08,Aguada Pichana,Total,2026-04,2026-04-29,2026-05-02,2026-05-01,3,2,-1,1634.7,1639.7,122978.0,37965.0,0,OTIF
ENV-00336,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-05,2026-05-08,2026-05-13,2026-05-13,5,5,0,9000,9070.2,680265.0,624458.0,0,OTIF
ENV-00337,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-08,Aguada Pichana,Total,2026-05,2026-05-08,2026-05-16,2026-05-16,8,8,0,9000,8969.8,825222.0,881706.0,0,OTIF
ENV-00338,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2026-05,2026-05-08,2026-05-17,2026-05-16,9,8,-1,9000,8910.4,819757.0,801534.0,0,OTIF
ENV-00339,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-05,Rincon La Ceniza,Shell,2026-05,2026-05-08,2026-05-17,2026-05-25,9,17,8,9000,9039.0,831588.0,879998.0,2046800,Demorado
ENV-00340,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-10,Cruz de Lorena,Shell,2026-05,2026-05-08,2026-05-13,2026-05-13,5,5,0,9000,9058.4,679380.0,573962.0,0,OTIF
ENV-00341,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-07,El Trapial,Chevron,2026-05,2026-05-08,2026-05-15,2026-05-15,7,7,0,2398.8,2396.4,179730.0,168477.0,0,OTIF
ENV-00342,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-03,La Amarga Chica,YPF,2026-05,2026-05-18,2026-05-26,2026-05-25,8,7,-1,9000,9061.0,833612.0,1040000.0,0,OTIF
ENV-00343,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2026-05,2026-05-18,2026-05-27,2026-05-26,9,8,-1,9000,9019.1,676432.0,805375.0,0,OTIF
ENV-00344,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-07,El Trapial,Chevron,2026-05,2026-05-18,2026-05-27,2026-05-27,9,9,0,9000,9054.9,679118.0,961035.0,0,OTIF
ENV-00345,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2026-05,2026-05-18,2026-05-27,2026-05-27,9,9,0,9000,9009.6,828883.0,785228.0,0,OTIF
ENV-00346,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-05,2026-05-18,2026-05-25,2026-05-25,7,7,0,9000,9027.0,830484.0,674557.0,0,OTIF
ENV-00347,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2026-05,2026-05-18,2026-05-27,2026-05-31,9,13,4,4470.6,4510.2,414938.0,437974.0,510000,Demorado
ENV-00348,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-09,Los Toldos,ExxonMobil,2026-05,2026-05-30,2026-06-02,2026-06-02,3,3,0,9000,7422.3,682852.0,194330.0,0,Incompleto
ENV-00349,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2026-05,2026-05-30,2026-06-06,2026-06-06,7,7,0,9000,8963.1,824605.0,642677.0,0,OTIF
ENV-00350,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-08,Aguada Pichana,Total,2026-05,2026-05-30,2026-06-06,2026-06-06,7,7,0,9000,9043.6,678270.0,622440.0,0,OTIF
ENV-00351,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-05,2026-05-30,2026-06-06,2026-06-06,7,7,0,9000,9082.2,835562.0,681101.0,0,OTIF
ENV-00352,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-05,2026-05-30,2026-06-04,2026-06-04,5,5,0,9000,9064.9,679868.0,608163.0,0,OTIF
ENV-00353,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-05,2026-05-30,2026-06-06,2026-06-06,7,7,0,4939.0,4984.9,458611.0,323427.0,0,OTIF
ENV-00354,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-06,2026-06-09,2026-06-14,2026-06-14,5,5,0,9000,8917.3,668798.0,576597.0,0,OTIF
ENV-00355,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2026-06,2026-06-09,2026-06-14,2026-06-14,5,5,0,9000,8937.7,822268.0,583790.0,0,OTIF
ENV-00356,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-06,2026-06-09,2026-06-15,2026-06-15,6,6,0,9000,9037.4,831441.0,617296.0,0,OTIF
ENV-00357,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-09,Los Toldos,ExxonMobil,2026-06,2026-06-09,2026-06-19,2026-06-24,10,15,5,9000,8949.8,671235.0,966587.0,1266500,Demorado
ENV-00358,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-06,Bajada del Palo,Vista,2026-06,2026-06-09,2026-06-14,2026-06-14,5,5,0,9000,9011.0,829012.0,645675.0,0,OTIF
ENV-00359,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-02,Bandurria Sur,YPF,2026-06,2026-06-09,2026-06-17,2026-06-17,8,8,0,3702.2,3683.2,338854.0,307908.0,0,OTIF
ENV-00360,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-07,El Trapial,Chevron,2026-06,2026-06-17,2026-06-26,2026-06-26,9,9,0,9000,7990.8,599310.0,974694.0,0,Incompleto
ENV-00361,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-09,Los Toldos,ExxonMobil,2026-06,2026-06-17,2026-06-25,2026-07-01,8,14,6,9000,8924.8,821082.0,755860.0,1514700,Demorado
ENV-00362,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-09,Los Toldos,ExxonMobil,2026-06,2026-06-17,2026-06-27,2026-07-01,10,14,4,9000,8986.4,673980.0,946139.0,1020000,Demorado
ENV-00363,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2026-06,2026-06-17,2026-06-26,2026-06-25,9,8,-1,9000,8914.3,820116.0,867073.0,0,OTIF
ENV-00364,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-02,Bandurria Sur,YPF,2026-06,2026-06-17,2026-06-22,2026-06-22,5,5,0,8198.6,8153.9,611542.0,524921.0,0,OTIF
ENV-00365,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-06,2026-06-26,2026-07-02,2026-07-02,6,6,0,9000,8911.1,819821.0,634449.0,0,OTIF
ENV-00366,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-06,2026-06-26,2026-07-03,2026-07-03,7,7,0,9000,8962.2,672165.0,633643.0,0,OTIF
ENV-00367,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-05,Rincon La Ceniza,Shell,2026-06,2026-06-26,2026-07-04,2026-07-04,8,8,0,9000,9006.0,828552.0,770207.0,0,OTIF
ENV-00368,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-06,2026-06-26,2026-07-03,2026-07-03,7,7,0,9000,9053.1,832885.0,645878.0,0,OTIF
ENV-00369,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-01,Loma Campana,YPF,2026-06,2026-06-26,2026-07-01,2026-07-03,5,7,2,9000,9008.6,675645.0,556629.0,510000,Demorado
ENV-00370,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-12,Coiron Amargo,Pan American,2026-06,2026-06-26,2026-07-01,2026-07-01,5,5,0,2190.4,2175.5,200146.0,138987.0,0,OTIF
ENV-00371,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-04,Fortin de Piedra,Tecpetrol,2026-07,2026-07-06,2026-07-08,2026-07-08,2,2,0,9000,8349.1,626182.0,233346.0,0,Incompleto
ENV-00372,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-11,Aguada Federal,Wintershall,2026-07,2026-07-06,2026-07-14,2026-07-14,8,8,0,9000,9014.5,676088.0,919475.0,0,OTIF
ENV-00373,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-07,2026-07-06,2026-07-11,2026-07-10,5,4,-1,9000,8997.5,674812.0,588459.0,0,OTIF
ENV-00374,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-12,Coiron Amargo,Pan American,2026-07,2026-07-06,2026-07-15,2026-07-15,9,9,0,9000,8940.4,670530.0,796649.0,0,OTIF
ENV-00375,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-12,Coiron Amargo,Pan American,2026-07,2026-07-06,2026-07-09,2026-07-08,3,2,-1,8697.3,8763.0,806196.0,219583.0,0,OTIF
ENV-00376,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-05,Rincon La Ceniza,Shell,2026-07,2026-07-15,2026-07-22,2026-07-22,7,7,0,9000,8960.5,824366.0,652188.0,0,OTIF
ENV-00377,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-04,Fortin de Piedra,Tecpetrol,2026-07,2026-07-15,2026-07-25,2026-07-24,10,9,-1,9000,8913.4,820033.0,1028451.0,0,OTIF
ENV-00378,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-10,Cruz de Lorena,Shell,2026-07,2026-07-15,2026-07-22,2026-07-21,7,6,-1,9000,9070.9,834523.0,621456.0,0,OTIF
ENV-00379,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2026-07,2026-07-15,2026-07-23,2026-07-23,8,8,0,9000,8962.4,824541.0,826180.0,0,OTIF
ENV-00380,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-07,El Trapial,Chevron,2026-07,2026-07-15,2026-07-24,2026-07-26,9,11,2,9000,8935.3,822048.0,768415.0,506600,Demorado
ENV-00381,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-10,Cruz de Lorena,Shell,2026-07,2026-07-15,2026-07-24,2026-07-24,9,9,0,4048.5,3762.9,282218.0,328944.0,0,Incompleto
ENV-00382,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-04,Fortin de Piedra,Tecpetrol,2026-07,2026-07-25,2026-08-01,2026-08-01,7,7,0,9000,8994.5,674588.0,605113.0,0,OTIF
ENV-00383,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-07,2026-07-25,2026-07-30,2026-07-30,5,5,0,9000,9060.3,833548.0,583812.0,0,OTIF
ENV-00384,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-03,La Amarga Chica,YPF,2026-07,2026-07-25,2026-08-03,2026-08-03,9,9,0,9000,8924.0,821008.0,783896.0,0,OTIF
ENV-00385,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-04,Fortin de Piedra,Tecpetrol,2026-07,2026-07-25,2026-08-03,2026-08-03,9,9,0,9000,9069.7,834412.0,932486.0,0,OTIF
ENV-00386,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-08,Aguada Pichana,Total,2026-07,2026-07-25,2026-08-02,2026-08-06,8,12,4,9000,8938.3,670372.0,1052663.0,1013200,Demorado
ENV-00387,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-07,2026-07-25,2026-07-28,2026-07-28,3,3,0,1661.7,1661.0,124575.0,39192.0,0,OTIF
ENV-00388,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-07,El Trapial,Chevron,2026-08,2026-08-03,2026-08-08,2026-08-10,5,7,2,9000,9023.3,676748.0,551581.0,511700,Demorado
ENV-00389,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-01,Loma Campana,YPF,2026-08,2026-08-03,2026-08-11,2026-08-11,8,8,0,9000,9084.5,681338.0,869194.0,0,OTIF
ENV-00390,MAT-02,Arena gruesa (40/70),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-12,Coiron Amargo,Pan American,2026-08,2026-08-03,2026-08-11,2026-08-11,8,8,0,9000,8996.7,827696.0,973166.0,0,OTIF
ENV-00391,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-03,La Amarga Chica,YPF,2026-08,2026-08-03,2026-08-10,2026-08-10,7,7,0,9000,8971.7,672878.0,603332.0,0,OTIF
ENV-00392,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-04,Fortin de Piedra,Tecpetrol,2026-08,2026-08-03,2026-08-11,2026-08-15,8,12,4,9000,9019.0,829748.0,779009.0,1023400,Demorado
ENV-00393,MAT-01,Arena fina (100 mesh),Arena,t,PRV-04,Arenas Cuyanas,San Rafael (MZA),780,PAD-10,Cruz de Lorena,Shell,2026-08,2026-08-03,2026-08-13,2026-08-12,10,9,-1,2222.5,2206.1,165458.0,260069.0,0,OTIF
ENV-00394,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-11,Aguada Federal,Wintershall,2026-08,2026-08-13,2026-08-17,2026-08-17,4,4,0,9000,8987.2,826822.0,248943.0,0,OTIF
ENV-00395,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-07,El Trapial,Chevron,2026-08,2026-08-13,2026-08-22,2026-08-22,9,9,0,9000,9013.7,829260.0,823489.0,0,OTIF
ENV-00396,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-04,Fortin de Piedra,Tecpetrol,2026-08,2026-08-13,2026-08-19,2026-08-19,6,6,0,9000,8911.0,668325.0,637524.0,0,OTIF
ENV-00397,MAT-01,Arena fina (100 mesh),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-09,Los Toldos,ExxonMobil,2026-08,2026-08-13,2026-08-20,2026-08-23,7,10,3,9000,8966.9,672518.0,590967.0,762450,Demorado
ENV-00398,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-08,2026-08-13,2026-08-19,2026-08-19,6,6,0,9000,8959.6,824283.0,632794.0,0,OTIF
ENV-00399,MAT-02,Arena gruesa (40/70),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-07,El Trapial,Chevron,2026-08,2026-08-13,2026-08-15,2026-08-15,2,2,0,3249.6,3237.0,297804.0,79053.0,0,OTIF
ENV-00400,MAT-01,Arena fina (100 mesh),Arena,t,PRV-03,NQN Frac Sand,Anelo (NQN),95,PAD-12,Coiron Amargo,Pan American,2026-08,2026-08-22,2026-08-26,2026-08-26,4,4,0,9000,9080.9,681068.0,209574.0,0,OTIF
ENV-00401,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-06,Bajada del Palo,Vista,2026-08,2026-08-22,2026-08-29,2026-08-29,7,7,0,9000,9058.2,679365.0,836214.0,0,OTIF
ENV-00402,MAT-01,Arena fina (100 mesh),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-02,Bandurria Sur,YPF,2026-08,2026-08-22,2026-08-30,2026-08-29,8,7,-1,9000,7788.0,584100.0,799904.0,0,Incompleto
ENV-00403,MAT-02,Arena gruesa (40/70),Arena,t,PRV-02,Silice Patagonia,Dolavon (CH),610,PAD-09,Los Toldos,ExxonMobil,2026-08,2026-08-22,2026-08-31,2026-08-30,9,8,-1,9000,8941.5,822618.0,829505.0,0,OTIF
ENV-00404,MAT-02,Arena gruesa (40/70),Arena,t,PRV-01,Arenera del Sur,Chelforo (RN),420,PAD-11,Aguada Federal,Wintershall,2026-08,2026-08-22,2026-08-27,2026-08-29,5,7,2,8972.2,8924.0,821008.0,562475.0,504900,Demorado
ENV-00405,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2024-10,2024-10-02,2024-10-04,2024-10-04,2,2,0,120.0,120.4,114380.0,2558.0,0,OTIF
ENV-00406,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-12,Coiron Amargo,Pan American,2024-10,2024-10-07,2024-10-09,2024-10-09,2,2,0,120.0,120.2,114190.0,2779.0,0,OTIF
ENV-00407,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2024-10,2024-10-09,2024-10-12,2024-10-12,3,3,0,120.0,119.1,113145.0,2355.0,0,OTIF
